Month,Year,DayOfWeek,Sex,Age,VehicleAge,TipoVehiculo,TipoPoliza,Fault,ClaimAmount,FraudFound_P,Fraude
Jul,1994,Saturday,Female,18,4 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1994,Monday,Male,61,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jun,1994,Saturday,Male,26,7 years,Utility,All Perils,Policy Holder,49500,0,Legítimo
May,1994,Thursday,Male,34,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Apr,1994,Wednesday,Male,37,7 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Feb,1994,Saturday,Male,0,new,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Feb,1994,Friday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
May,1994,Saturday,Male,33,5 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1994,Sunday,Male,40,3 years,Sedan,Collision,Third Party,69000,0,Legítimo
Jul,1994,Monday,Male,40,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Monday,Female,65,3 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Tuesday,Male,37,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Oct,1994,Saturday,Female,43,7 years,Sedan,Collision,Policy Holder,64500,0,Legítimo
Oct,1994,Saturday,Male,35,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Oct,1994,Friday,Male,30,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1994,Saturday,Male,31,7 years,Sedan,Collision,Policy Holder,49500,0,Legítimo
Jun,1994,Tuesday,Male,50,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Tuesday,Male,48,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
May,1994,Tuesday,Female,41,7 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
May,1994,Tuesday,Male,61,more than 7,Sedan,Collision,Policy Holder,49500,0,Legítimo
Feb,1994,Thursday,Female,26,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jan,1994,Wednesday,Male,35,7 years,Sedan,Liability,Policy Holder,49500,0,Legítimo
Jan,1994,Tuesday,Male,44,5 years,Sedan,All Perils,Policy Holder,49500,0,Legítimo
Jan,1994,Sunday,Male,27,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1994,Saturday,Male,66,7 years,Sedan,Liability,Third Party,34500,0,Legítimo
Jan,1994,Monday,Male,68,more than 7,Sedan,Collision,Policy Holder,15000,0,Legítimo
Jan,1994,Monday,Male,28,6 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Jan,1994,Tuesday,Female,43,7 years,Sedan,Collision,Third Party,69000,0,Legítimo
Jan,1994,Tuesday,Male,36,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1994,Saturday,Male,47,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1994,Saturday,Male,28,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1994,Wednesday,Male,72,5 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Dec,1994,Monday,Male,26,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Dec,1994,Tuesday,Male,32,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1994,Tuesday,Male,31,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1994,Monday,Male,30,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Dec,1994,Saturday,Male,55,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Wednesday,Female,43,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1994,Monday,Male,42,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1994,Thursday,Female,44,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1994,Friday,Female,44,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1994,Wednesday,Male,38,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
May,1994,Thursday,Male,65,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Wednesday,Male,45,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Monday,Male,34,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Tuesday,Male,49,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1994,Monday,Male,76,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
May,1994,Wednesday,Male,60,more than 7,Utility,All Perils,Policy Holder,69000,1,Fraude
Feb,1994,Friday,Male,44,more than 7,Sedan,Liability,Third Party,24500,0,Legítimo
Nov,1994,Friday,Male,0,new,Sedan,All Perils,Policy Holder,69000,0,Legítimo
May,1994,Thursday,Male,27,6 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
May,1994,Thursday,Male,33,7 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Sep,1994,Thursday,Male,48,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1994,Friday,Male,52,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Sunday,Female,28,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Sunday,Male,45,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Tuesday,Male,48,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Mar,1994,Wednesday,Male,35,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Mar,1994,Monday,Male,29,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Friday,Male,40,6 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
May,1994,Thursday,Male,39,6 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
Feb,1994,Monday,Male,52,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1994,Sunday,Male,27,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1994,Wednesday,Male,59,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Friday,Male,53,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Jun,1994,Saturday,Female,40,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1994,Saturday,Male,59,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Mar,1994,Thursday,Male,48,5 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Feb,1994,Thursday,Male,40,more than 7,Sedan,Collision,Third Party,15000,0,Legítimo
Feb,1994,Friday,Male,65,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Feb,1994,Thursday,Male,41,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1994,Wednesday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Feb,1994,Thursday,Male,32,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Tuesday,Male,33,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Tuesday,Male,28,6 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
May,1994,Friday,Male,50,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Jan,1994,Friday,Male,33,3 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jan,1994,Friday,Male,59,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1994,Thursday,Male,34,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Wednesday,Female,48,7 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Jan,1994,Wednesday,Male,45,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1994,Wednesday,Male,42,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Apr,1994,Tuesday,Male,35,7 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Mar,1994,Saturday,Male,29,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Thursday,Male,50,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
May,1994,Friday,Male,41,new,Sedan,All Perils,Third Party,69000,0,Legítimo
Feb,1994,Sunday,Male,36,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Feb,1994,Saturday,Male,45,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Feb,1994,Saturday,Male,50,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1994,Monday,Female,31,5 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jan,1994,Monday,Male,44,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Friday,Male,35,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1994,Friday,Male,60,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Wednesday,Female,42,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jan,1994,Tuesday,Female,38,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Jan,1994,Wednesday,Male,32,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Jan,1994,Wednesday,Female,30,4 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Sunday,Male,34,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Feb,1994,Sunday,Male,46,more than 7,Sedan,Liability,Third Party,34500,0,Legítimo
Jan,1994,Sunday,Male,31,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jan,1994,Friday,Male,29,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Friday,Male,38,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jan,1994,Thursday,Female,35,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Saturday,Male,33,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Friday,Male,16,3 years,Sport,Collision,Third Party,69000,0,Legítimo
Dec,1994,Friday,Male,50,more than 7,Sport,Collision,Policy Holder,69000,0,Legítimo
Dec,1994,Friday,Male,50,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1994,Thursday,Male,30,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Monday,Male,0,new,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Jan,1994,Monday,Male,37,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Monday,Male,22,5 years,Sport,Collision,Third Party,69000,0,Legítimo
May,1994,Saturday,Male,31,6 years,Sedan,Collision,Policy Holder,34500,1,Fraude
Jan,1994,Sunday,Male,26,6 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jan,1994,Monday,Female,35,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1994,Thursday,Female,28,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1994,Monday,Male,34,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1994,Tuesday,Male,30,5 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Dec,1994,Friday,Male,43,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Dec,1994,Friday,Male,36,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Dec,1994,Thursday,Male,44,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1994,Thursday,Female,39,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jan,1994,Monday,Male,38,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Monday,Female,34,5 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
May,1994,Saturday,Male,38,more than 7,Sedan,All Perils,Third Party,64500,0,Legítimo
May,1994,Saturday,Male,51,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Jan,1994,Thursday,Male,49,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jan,1994,Monday,Male,42,6 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jan,1994,Saturday,Female,50,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1994,Saturday,Male,45,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jan,1994,Saturday,Male,71,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jan,1994,Wednesday,Male,0,new,Sedan,Liability,Third Party,69000,0,Legítimo
Jan,1994,Friday,Male,54,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jan,1994,Friday,Male,34,6 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jan,1994,Wednesday,Male,48,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jan,1994,Tuesday,Male,55,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Tuesday,Male,30,5 years,Sedan,Collision,Third Party,34500,0,Legítimo
Mar,1994,Monday,Male,51,5 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
May,1994,Sunday,Male,27,6 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Jan,1994,Monday,Male,41,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Jan,1994,Tuesday,Male,47,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Jan,1994,Tuesday,Female,38,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Wednesday,Male,51,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jan,1994,Friday,Male,29,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
May,1994,Sunday,Female,31,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Wednesday,Male,28,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Sunday,Male,50,7 years,Sedan,All Perils,Policy Holder,34500,1,Fraude
Feb,1994,Wednesday,Male,28,7 years,Sedan,All Perils,Policy Holder,49500,0,Legítimo
Sep,1994,Saturday,Male,36,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Sep,1994,Saturday,Male,39,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1994,Monday,Male,55,more than 7,Sedan,Collision,Policy Holder,15000,0,Legítimo
May,1994,Sunday,Female,36,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Feb,1994,Thursday,Male,26,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Feb,1994,Monday,Male,30,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1994,Monday,Male,35,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1994,Wednesday,Male,34,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
May,1994,Sunday,Male,25,6 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Feb,1994,Friday,Male,27,7 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Jan,1994,Wednesday,Female,32,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Mar,1994,Sunday,Male,48,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Mar,1994,Sunday,Male,29,6 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Feb,1994,Tuesday,Male,28,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Tuesday,Male,35,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Feb,1994,Tuesday,Male,43,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Friday,Male,47,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jan,1994,Saturday,Male,38,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jan,1994,Friday,Female,26,7 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Jan,1994,Sunday,Male,35,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Wednesday,Male,39,7 years,Sedan,Collision,Policy Holder,49500,0,Legítimo
Jan,1994,Monday,Female,34,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
May,1994,Monday,Male,51,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Jan,1994,Thursday,Male,43,7 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jan,1994,Sunday,Male,27,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1994,Tuesday,Male,30,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Dec,1994,Thursday,Male,26,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Dec,1994,Wednesday,Male,38,7 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Feb,1994,Monday,Male,38,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1994,Monday,Male,32,6 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Mar,1994,Wednesday,Male,43,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Mar,1994,Saturday,Female,54,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Mar,1994,Sunday,Male,46,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Friday,Male,35,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Thursday,Male,46,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1994,Sunday,Male,28,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1994,Monday,Male,42,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1994,Friday,Male,26,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
May,1994,Monday,Male,40,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
May,1994,Monday,Male,30,6 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
May,1994,Monday,Male,66,more than 7,Sedan,All Perils,Policy Holder,15000,1,Fraude
Nov,1994,Friday,Female,39,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
May,1994,Monday,Male,35,4 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Friday,Male,42,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Apr,1994,Monday,Male,27,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Apr,1994,Wednesday,Male,59,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Apr,1994,Saturday,Male,26,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Apr,1994,Wednesday,Male,55,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Apr,1994,Wednesday,Male,31,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Apr,1994,Monday,Male,38,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1994,Monday,Male,29,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Friday,Female,63,5 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Jun,1994,Thursday,Male,33,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Aug,1994,Tuesday,Male,26,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Tuesday,Male,80,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
May,1994,Monday,Male,40,more than 7,Sedan,Collision,Policy Holder,34500,1,Fraude
Sep,1994,Tuesday,Male,51,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Sep,1994,Thursday,Male,49,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1994,Friday,Female,36,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Nov,1994,Thursday,Male,24,4 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1994,Friday,Female,25,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1994,Monday,Male,50,7 years,Sedan,All Perils,Third Party,69000,0,Legítimo
May,1994,Thursday,Male,26,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Friday,Male,48,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jun,1994,Friday,Male,53,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jun,1994,Thursday,Male,40,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1994,Monday,Male,31,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Monday,Male,32,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1994,Thursday,Male,41,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Nov,1994,Saturday,Male,36,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1994,Sunday,Male,55,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Oct,1994,Monday,Male,65,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1994,Sunday,Male,34,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Feb,1994,Sunday,Female,18,3 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1994,Wednesday,Male,63,more than 7,Sedan,Collision,Policy Holder,69000,0,Legítimo
May,1994,Monday,Male,44,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1994,Saturday,Male,64,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1994,Wednesday,Male,35,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Saturday,Male,32,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Sep,1994,Friday,Female,33,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1994,Friday,Male,40,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Sep,1994,Sunday,Male,51,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Sep,1994,Tuesday,Male,47,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1994,Wednesday,Male,52,7 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Nov,1994,Monday,Male,45,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1994,Tuesday,Female,28,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1994,Sunday,Male,35,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1994,Wednesday,Male,42,more than 7,Sedan,Collision,Policy Holder,49500,1,Fraude
Apr,1994,Friday,Male,42,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Apr,1994,Thursday,Female,27,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1994,Friday,Male,33,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jul,1994,Wednesday,Female,30,4 years,Sedan,All Perils,Third Party,24500,0,Legítimo
May,1994,Wednesday,Male,55,more than 7,Sedan,Collision,Policy Holder,69000,1,Fraude
Oct,1994,Sunday,Male,50,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Nov,1994,Saturday,Male,32,6 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Oct,1994,Friday,Male,21,5 years,Sedan,Collision,Third Party,34500,0,Legítimo
May,1994,Saturday,Male,33,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Sunday,Male,61,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1994,Saturday,Male,31,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1994,Wednesday,Male,29,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Wednesday,Male,67,more than 7,Sedan,All Perils,Policy Holder,34500,1,Fraude
Dec,1994,Thursday,Male,35,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
